Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18250.04796,19778.33163,21310.63584,22774.02989,24115.14015,24711.05958,25096.09469,26608.32927,25114.40621,25858.56119,28221.06194,28805.62754,29607.82332,31176.4065,34528.14236,38075.1671,41741.36012,45250.20755,46818.47458,45861.01853,49190.5961,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57225.09,59842.213,62523.13559,62119.40193,59022.83555,66248.81277,69049.43654
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.146936,1953.608861,2060.844886,2184.579062,2174.216229,2292.356782,2312.857701,2393.80816,2442.302457,2394.421072,2556.419304,2614.067537,2683.047286,2788.131725,2966.63093,3167.059951,3398.067692,3622.036167,3763.50326,3617.158904,3719.19615,3863.651341,3963.015777,4067.289315,4368.555682,4729.153322,5043.871489,5447.698792,5694.958543,5851.742458,5309.790178,6148.664464,6741.096947
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.254221,1107.237264,1096.95517,1101.670389,1094.753977,1142.405977,1190.716549,1248.11147,1271.168211,1294.84764,1327.997728,1376.295304,1402.987516,1447.326564,1526.149095,1616.598274,1715.495827,1808.422264,1893.555822,1921.092074,2006.943096,2078.07303,2070.766959,2155.444384,2293.222204,2338.091899,2423.668883,2497.126537,2586.638018,2670.781008,2636.692455,2781.359328,3032.444267
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8054.474575,8804.354357,9534.266307,9887.481031,9939.949509,10669.43175,11650.43368,12774.82647,13697.30864,14694.4507,15455.11907,17611.9919,19527.41456,20978.49098,20227.39897,20048.34854,21094.04022,21463.73225,22134.72959,22360.96467,23338.2174,25260.2009,27206.93571,28909.41656,31588.02672,29690.15368,34721.87268,40379.57244
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2179.485152,2249.845124,2136.678375,2029.164795,1790.656341,1971.954088,2052.650674,2105.350947,2136.171335,2184.859637,2213.014882,2214.977545,2233.840707,2316.906432,2308.649266,2413.682641,2489.979042,2633.706635,2711.12747,2843.085089,2683.688662,2846.881182,2801.350402,2992.430351,3005.800422,2938.044758,3138.541125,3200.042183,3286.586198,3244.292031,3136.849494,3179.257956,3305.075955
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8325.565973,8257.605892,8414.228128,8859.302158,9192.59043,9352.284657,9824.818318,10398.34357,10873.24786,11855.46471,13210.45771,14526.38826,15479.02673,16268.93885,17108.34058,18382.55855,19096.70547,20721.50241,20722.88699,21741.54584,23029.44718,23267.44839,24547.98053,25691.52726,26798.85417,27941.92686,29496.16368,31908.86345,34645.56538,34169.92228,36773.31403,41906.65557
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943.402894,3051.574663,3138.192151,3261.266328,3388.631901,3559.478878,3770.959201,3972.56018,4004.288515,4163.534937,4456.588964,4675.37898,4906.570759,5240.353603,5742.121365,6286.099127,7017.866185,7764.196125,8377.827147,8615.243738,9297.921,10013.98251,10610.9176,11087.4412,11401.29087,11486.54929,11899.29327,12526.48115,13351.0571,13993.49568,13809.22794,15336.34575,17027.55919
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627.346977,2719.467448,2791.231044,2888.538584,2988.016212,3129.734999,3305.531458,3470.414314,3498.043283,3626.375257,3864.815487,4044.907256,4234.11286,4505.562019,4917.436339,5362.418794,5951.58671,6548.446781,7032.680469,7219.803203,7754.431318,8309.742055,8764.219705,9144.710378,9409.855747,9478.643616,9790.748362,10264.05239,10899.16571,11384.66271,11207.6403,12361.15389,13662.2889
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.793749,1409.711807,1436.904303,1449.720052,1458.543658,1507.135143,1567.7428,1615.61629,1649.163553,1686.88198,1753.637652,1824.479522,1897.586807,1986.087049,2125.502143,2274.825962,2433.453214,2590.298283,2709.224544,2792.696118,2924.169465,3046.703479,3128.691093,3278.211657,3459.319148,3544.217077,3631.506797,3736.895631,3920.030145,4065.061196,4021.142928,4277.794992,4682.921408
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.962523,2114.668329,2179.938619,2173.700247,2188.000197,2230.595195,2311.922927,2334.260374,2363.192849,2393.578905,2475.231049,2567.566239,2701.925941,2834.781904,3058.053902,3269.132374,3485.673609,3693.524511,3814.388508,3946.338907,4099.398731,4262.691029,4342.067358,4521.125922,4741.036653,4826.708567,4830.504369,4909.8609,5136.339265,5268.677525,5161.703646,5566.059537,6113.121683
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.98304,3330.325083,3566.031188,3823.257811,4130.580196,4489.873211,4850.37751,5083.757931,4396.787351,4427.113458,4681.91945,4892.352515,5121.33454,5399.32871,5749.521451,6188.855532,6643.880722,7161.810728,7638.009575,7941.166333,8430.615417,9022.72138,9645.149197,10009.0107,10233.98527,10219.17641,10482.699,10941.92095,11671.43233,12360.69174,12160.71676,13086.39242,14652.92828
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.207777,1062.614414,1070.117833,1093.723607,1099.57502,1151.128013,1200.69807,1261.216132,1296.497067,1337.573593,1395.768828,1454.545181,1496.401439,1563.309181,1660.624749,1779.312215,1909.468223,2040.939263,2158.731049,2216.77609,2336.203808,2437.503987,2521.199174,2656.448384,2819.478379,2906.157746,3040.308089,3162.488977,3326.729312,3481.662327,3471.510198,3655.887476,3992.648008
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.242059,1231.955439,1301.824124,1367.697536,1460.115434,1572.021447,1688.386407,1753.085925,1847.256696,2001.634107,2087.224776,2197.109404,2275.441506,2459.953916,2680.898081,2936.560443,3221.697778,3510.388774,3636.060371,3892.530031,4215.580828,4467.466655,4827.945973,5016.928746,5187.255759,5412.336239,5778.269614,6112.06665,6590.882301,6897.770038,6517.761388,7367.994665,8379.062487
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13743.54212,14399.45419,15116.50987,15812.26333,17012.29566,18945.06141,20481.11707,22636.21592,25093.0949,27041.34742,30211.48222,32573.5306,35222.02872,36284.92798,38733.58417,40466.23435,44229.52458,46779.39635,44169.09434,41471.4941,43208.24453,45085.39009,46388.57961,47842.99409,51137.97697,69074.96762,71537.58187,77968.62985,84708.25092,89716.1637,93942.60575,106570.3984,126905.1985
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7592.106748,8511.718708,8783.611487,8802.69605,8804.049607,9081.989888,9707.284315,9866.725255,10027.88868,10209.83708,10871.13341,11188.9895,12162.41857,13349.50528,14073.07565,14738.15224,15707.85852,17196.28961,17330.67303,17379.40321,18348.51528,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,14980.63479,14681.68732,15240.77291,16557.04618,18075.05497
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.847706,3530.27692,4486.521678,4535.144368,4570.228538,5001.941276,5977.816033,7896.674287,9112.657586,10538.5354,10622.1277,9590.305474,6008.405549,9194.798483,9359.558954,10120.16251,10680.06189,11555.74417,11597.83401,12098.90311,12825.63742,14279.26515,14517.48261,13005.7538,9198.737829,8920.041235,9976.854942,10235.33636,10736.12226,9343.734411,9695.626465,10861.82189
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23955.55045,24775.7397,26873.01464,28721.78103,29557.54183,29784.83655,31882.1464,32607.10588,32700.89216,35616.40379,37322.73993,39697.76312,41468.67398,43728.11406,41864.61935,39773.26353,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57197.76762,59608.04786,54303.90417,58195.36309,69081.26167
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20500.53075,21542.62771,22183.3346,22828.27867,23319.96677,25688.08234,25740.79456,26044.74349,24648.27091,26056.3453,25625.03904,26336.42822,28175.20726,27994.90107,27903.11705,29298.96195,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,40937.00956,40219.26852,44064.5638,49509.12899
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18638.23171,19551.43204,20150.13584,20439.3522,21320.50437,22395.61368,23058.97684,23875.77913,25021.65968,25602.38947,27077.63273,28039.09289,28736.57711,29198.39927,29554.86256,30130.64446,32451.49348,34145.54606,35523.27131,34603.25586,35156.66839,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,45799.77225,43144.40642,46705.01791,51864.97774
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816.160377,5176.996263,5348.169457,5930.864672,6079.211955,6288.772323,6337.231418,6317.966997,6187.579073,6292.395288,6451.899649,6652.370572,6857.452873,7214.214656,7469.314226,7735.114232,8165.919733,8470.290267,8530.609009,8178.963348,8122.350005,8396.881317,8431.375117,8703.54096,8823.114362,9095.919824,9533.839562,9984.577117,10405.03397,10678.84167,9724.163469,10601.17382,11821.58495
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492.037726,4479.531892,4967.408994,5041.029811,5148.940007,5357.436777,5387.537911,5512.266673,5610.955786,5756.493028,6008.923974,6333.894482,6659.910168,6915.90387,7520.004934,8171.836442,8510.710973,8874.170313,9464.339703,9785.721106,9912.172408,10133.77152,10308.04395,10320.79788,9457.596728,9237.718184,9056.909866,9629.102997,9814.924305,9939.037003,9698.43367,10155.42499,11003.12452
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19580.71263,20857.32814,21431.61413,21763.99658,22823.44171,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42141.9353,42270.96279,41683.91558,42833.85133,45572.72382
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8261.674223,7553.627384,7321.916901,6830.161599,6185.742922,5918.374353,6149.413066,6462.952863,6523.298279,6859.037588,7725.002523,8980.674385,10014.05069,11123.89013,12432.36623,13941.50088,15742.06403,17406.16112,17985.38574,17958.31266,19227.1844,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26158.44577,27469.4151,26782.10018,28811.87883,30809.87943
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.987304,1735.54908,1708.237557,1704.030501,1735.530459,1798.747623,1856.701691,1847.609122,1878.673128,1895.228033,1893.76402,1949.66935,1931.39493,1967.994184,2061.41531,2185.602662,2328.560704,2480.651588,2459.727742,2482.750986,2639.634774,2758.24151,2870.680261,3147.949284,3421.245961,3763.763686,4025.841747,4312.908917,4572.149937,4796.354095,4749.276967,5236.612163,5763.910092
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.528925,2381.392659,2074.544389,1794.888824,1465.531849,1401.051231,1505.332932,1658.752561,1686.936746,1747.092619,1861.621661,1985.930219,1998.107104,2158.041983,2343.15794,2385.338014,2508.128874,2769.433362,3030.752903,3100.556976,3085.990191,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5256.555894,5481.38014,4990.928369,5444.226299,6132.514721
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.755626,704.571879,770.0840719,810.8944958,839.2435749,870.339453,975.5210426,1077.41477,1170.276239,1244.16096,1352.309266,1505.284011,1727.637369,1938.931468,2156.770173,2306.693651,2288.718256,2418.836055,2605.489544,2867.537377,3051.001466,3198.673549,3411.577267,3708.369109,3972.724164,4319.01589,4653.630366,4515.709506,4805.080743,5349.463794
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.833907,1224.427427,1242.412746,1263.587075,1293.668005,1301.067549,1325.370067,1346.698493,1425.840384,1399.484532,1494.327548,1477.169517,1525.516783,1554.829981,1539.183515,1633.128285,1650.425876,1697.050456,1661.369986,1653.162893,1623.667104,1657.817006,1747.778217,1824.712697,1811.689674,1980.668736,1960.613473,1970.825881,2088.458928,2046.81068,2003.323401,2215.729789,2364.726563
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8937.572394,9088.54968,9607.660286,10365.76048,11001.36302,11683.96551,12433.2349,13337.70813,13247.98914,13683.19381,15183.0774,16154.19613,16530.41955,16135.38047,17175.53803,19377.89555,20539.63271,21157.7732,23902.37003,23178.76256,23409.71618,24191.56901,23159.65436,24317.38062,26463.36256,26571.1021,27952.8489,29333.59837,30670.60251,32517.69914,28196.74404,29226.34054,34051.88203
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8355.332774,9474.642596,10184.85566,11030.71195,12187.25497,13502.58274,14694.09624,15721.70566,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43044.29176,43410.3022,44694.7337,46875.29098,50069.82339
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36475.01922,49032.71845,54719.50599,58081.50834,57822.70257,58284.82061,59149.12125,57093.332,59312.09372,59045.26976,60092.76112,70043.63501,77375.44305,85033.20517,89139.78191,91484.73035,90355.24368,80128.44922,75193.7119,78780.72849,81564.6333,75486.71538,68766.26849,46346.70359,43678.51632,50007.29954,50119.62476,49321.47237,46382.89974,50375.38156,58056.23269
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6079.052614,6357.215049,6537.324036,6753.230568,7152.501115,7234.42455,7521.706082,7910.772808,8060.980722,8083.387314,8445.881204,8541.50599,8630.034675,8908.563609,9515.622943,10088.90287,10874.13928,11633.25891,12265.93582,12085.60081,12909.98474,13750.25128,14003.30149,14468.9458,14777.48477,14548.93981,14766.7473,15367.63383,15797.50761,15979.06853,15015.20643,16460.30062,18212.81813
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.338259,1060.287519,1113.652827,1175.451058,1265.379442,1349.221494,1435.188177,1527.965343,1576.958876,1686.09558,1793.783279,1908.464249,2021.288797,2154.35086,2320.560669,2526.295551,2784.178246,3028.391352,3276.725191,3491.586041,3778.153906,4106.342233,4793.832899,5241.846002,5828.375007,6126.440613,6798.360308,7211.259089,7727.752551,8172.577923,8198.836474,8658.809039,9384.265695
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991.289142,4529.528951,5280.99245,5873.100431,6369.050518,6796.963156,7560.120503,7632.920541,7865.381474,7801.31174,7952.956237,8312.480848,8618.182587,8954.791525,9659.287463,10079.38341,10379.65849,11435.26843,12508.68577,13698.93403,14835.37258,15125.82295,15840.89578,15584.62399,14985.5237,15379.59978,16588.08663,17808.07689,18368.79812,17913.88484,14563.77053,14330.51563,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.243155,997.6095409,1024.164077,723.7371555,753.5311008,782.1647036,823.4873833,881.1619143,923.7983727,948.6200975,989.4691765,1050.725084,1149.993616,1331.334534,1367.668463,1272.596565,1393.543985,1533.411238,1558.316835,1517.372933,1461.341447,1570.47438,1724.997855
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20391.95156,21215.23016,20821.52394,20441.85823,22974.88456,24016.25062,26995.69396,28965.95709,30960.40712,30839.5002,29056.50614,30257.01128,16091.43599,29393.27694,24136.07055,20809.59303,22163.1408,21871.7681,24212.91093,26352.83312,23491.20006,16495.99022,22371.38078,23374.989
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6733.115283,6891.700748,7497.511339,7606.991461,7790.558312,7998.042731,8294.262152,8298.686069,8839.98815,9122.491706,9260.916821,9084.522035,9195.531638,9702.073082,10608.97328,10821.18572,11769.02993,12214.66204,12983.07106,12613.45078,12713.78688,13444.3468,13288.89294,13725.18512,13989.34116,13815.47148,14584.41111,15247.40646,15998.23475,16116.41672,12303.54217,14395.64049,17755.96518
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6184.516517,6504.063644,6729.857454,6951.663756,7322.637685,7449.142061,7736.567875,8153.131131,8310.442296,8309.213737,8682.038174,8815.286892,8856.497892,9093.860819,9788.394672,10413.06358,11297.05819,12103.77744,12720.56258,12509.92852,13301.40245,14174.64209,14467.77156,14954.24829,15278.56001,15073.04439,15323.40536,15960.17334,16441.43261,16666.41624,15685.8358,17254.64091,19096.59087
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.5949727,973.9693802,981.0288454,984.2819982,989.2797944,1042.508884,1094.17416,1147.481629,1178.312292,1215.640306,1268.085545,1334.569394,1385.486058,1450.058547,1546.646038,1673.173611,1803.043019,1944.153347,2063.081202,2117.692291,2224.952594,2304.913338,2366.805759,2485.536766,2639.155324,2695.458136,2812.430381,2925.169406,3070.612065,3216.299373,3216.502433,3352.661742,3679.685531
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.8728206,784.4260441,778.244555,784.9529047,788.5856298,823.1296999,859.9088161,911.4808798,928.7817232,948.1838229,977.4567261,1026.596578,1052.580696,1094.013219,1157.846787,1237.937524,1315.665759,1396.213587,1461.557464,1483.865721,1562.767891,1570.204027,1485.832947,1553.696099,1681.72754,1744.31634,1839.704791,1880.076248,1944.093609,2009.451961,1995.123395,2067.927826,2244.965676
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402.109356,2565.883082,2707.515492,2929.505901,3126.964963,3337.400115,3499.744707,3762.135642,3959.264322,4163.142899,4487.442413,4483.270409,4686.491566,5012.386524,5375.052599,5834.70903,6411.820695,6959.844283,7438.70424,7676.830282,8316.305196,9140.504317,10319.39616,10952.89285,11452.47372,11998.20251,12921.05497,13544.51899,14083.68639,14217.46866,13664.22666,14621.51634,14405.41595
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.61973,2035.117975,2085.53193,2101.321684,2131.419487,2218.812378,2338.346733,2408.553091,2489.284626,2603.528936,2729.776618,2856.782245,2986.537277,3192.152668,3441.323372,3706.194673,4009.694455,4336.681876,4512.431893,4672.768866,4960.974219,5210.218001,5467.930221,5656.172462,5809.727169,5912.709528,6175.298448,6468.336365,6856.615294,7135.349574,6910.783899,7572.334707,8416.180541
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524.907694,2617.540709,2684.137805,2777.391777,2872.83646,3005.598157,3176.069362,3333.905868,3357.073363,3488.036535,3721.794168,3896.131726,4085.828993,4359.431122,4752.622289,5189.117799,5753.857789,6329.422236,6796.58956,6989.130144,7516.736159,8054.74335,8500.902548,8877.824353,9134.977575,9193.09401,9489.444218,9941.058284,10555.66976,11014.20972,10842.54043,11963.03772,13213.67289
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.598882,835.7719393,900.017309,940.0459147,1004.132458,1046.094452,1112.77709,1163.486693,1186.816259,1204.053122,1276.244824,1350.906792,1383.233244,1478.182847,1549.495672,1660.132688,1784.330617,1902.86333,2034.604158,2007.691616,2124.464058,2252.046742,2264.283614,2506.947367,2734.859882,2990.952647,2894.83384,2571.694113,2562.183577,2556.02101,2413.078683,2530.067165,2694.546616
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2878.640158,2973.455612,3033.839859,3212.194893,3399.565918,3632.199304,3853.903382,4087.344675,4198.440619,4408.11731,4791.125889,5115.503454,5488.665304,5969.126956,6588.703246,7297.201941,8307.426072,9341.68544,10280.7456,10666.07421,11600.53824,12674.1414,13521.32101,14237.73439,14721.70442,14749.1286,15205.47907,16041.07087,17286.99981,18337.77052,18504.47149,20656.30951,22814.23199
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5930.848008,6385.708017,7069.684267,7762.915705,7820.701013,8447.021187,9437.514839,10480.6961,12068.24169,13030.51777,14510.59678,16481.41278,19096.7123,20721.0132,18117.65662,20096.64685,22884.92623,24703.68582,26721.57967,28184.47233,28834.42768,30925.17085,33761.87124,36376.52788,39957.60697,40176.46004,43796.78401,48396.69354
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29950.39254,33192.11361,34110.15526,35900.30468,37553.02456,38347.10756,39721.35336,42485.50628,44268.50803,49844.67696,55127.92618,56136.00636,58575.67927,60199.53877,64692.93712,68787.85475,78873.38131,85120.68792,90970.7212,86876.71964,90357.09752,94475.03023,96636.42664,100925.012,105296.2846,107859.686,113365.1761,114985.8422,116498.5121,119541.7584,120010.2083,131511.0202,142213.8517
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517.944577,5809.057899,6487.598836,7068.535399,7405.827073,8040.575903,9045.954116,10081.19186,11061.46914,12278.73858,13913.85175,15857.01253,18238.60776,19573.15539,17024.63697,17706.78544,19248.53524,21290.45959,22639.06834,23815.80006,24972.78609,26721.7262,28673.5634,30877.04193,32927.79512,33018.62417,35018.45211,39956.19048
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26719.68222,27673.0771,31208.39578,32868.62238,34272.06821,35427.78,35244.89468,35109.44861,33309.32289,32459.38637,34583.99323,35785.92078,38654.11262,42781.08364,54108.00401,58695.48911,66798.09536,76482.28986,78504.62049,77954.20536,96182.04004,116537.5378,129705.1215,149421.5927,149325.1718,113813.739,112351.2772,122977.509,131525.0315,128031.1535,58248.35695,71500.77649,55344.47879
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.775635,3002.130859,2957.022705,2957.149658,3289.469971,3128.861572,3526.248535,3478.62915,3717.62793,3780.349854,3912.095703,4251.728027,4420.754883,4726.597656,5010.852051,5261.407715,5768.400391,6047.793457,6429.329102,6625.4375,6847.389648,7275.17041,7280.837891,7483.098145,7149.036133,7669.945313,7693.057129,7921.619141,8266.143555,8566.116211,7968.674316,8892.104492,9518.706055
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
