Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cameroon,CMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.180376,1943.942149,1870.869795,1712.721313,1731.904671,1769.433731,1827.475086,1892.156976,1951.600648,2014.298885,2083.234248,2164.670413,2236.100696,2339.840649,2502.379084,2567.223587,2673.563213,2786.085597,2838.695078,2848.329956,2882.7507,2957.163456,3022.358011,3194.162032,3369.32489,3437.789826,3559.13512,3691.094724,3822.232765,3915.827499,3870.829433,4083.307713,4408.046274
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.096959,776.8816999,690.0514049,591.9798276,554.0108303,546.246191,540.1624425,510.4731031,495.9580972,467.8942276,432.6993394,420.2721766,426.1746285,445.5148537,473.9589299,502.8971999,528.8716998,558.9001538,586.0287494,587.5528153,616.5323991,650.4366032,650.9215896,731.9328213,824.4124376,877.6808352,932.4051652,1023.539833,1073.446906,1104.843368,1102.553518,1184.720486,1337.391115
"Congo, Rep.",COG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3429.411702,3530.7864,3605.204166,3551.369266,3331.574917,3442.723743,3559.743487,3525.355378,3620.050855,3482.032021,3687.232246,3769.265332,3910.797434,3910.654111,4016.429446,4305.869938,4616.63511,4267.756861,4473.227068,4827.907091,5152.51779,5204.000834,6062.822776,5810.922383,5681.772202,4448.916586,3687.580949,4073.926085,3877.439563,3851.773555,3574.241387,3569.01749,3790.711307
Colombia,COL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.670494,5252.637023,5479.891585,5796.490513,6143.693277,6475.079252,6607.499178,6829.085078,6825.870768,6520.964545,6753.464794,6911.727494,7085.62081,7398.183502,7888.450084,8412.996829,9135.678975,9891.37577,10291.19999,10357.33409,10830.19512,11694.72661,12095.6485,12798.66319,13390.03195,13378.67515,13971.33959,14334.91461,15161.31797,15872.30898,15103.07382,17105.00247,20287.40026
Comoros,COM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.473758,1442.888581,1563.789745,1612.221572,1526.289549,1580.235729,1554.552374,1610.090098,1614.172886,1635.195121,1818.022052,1864.204665,1898.09721,1937.861957,1989.610063,2069.178634,2146.123234,2177.670839,2261.348023,2301.971286,2367.778629,2464.354227,2655.734875,2795.243466,2887.065504,2884.774852,3053.302585,3240.17917,3374.041663,3430.21084,3402.871222,3562.544479,3832.468985
Cabo Verde,CPV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.486667,1102.791477,1221.066184,1324.864016,1572.951841,1790.796475,1984.077981,2192.456173,2440.482101,2694.994132,3090.472389,3177.186894,3343.940511,3501.599578,3909.361813,4256.044522,4680.124627,5471.650916,5903.59523,5791.926305,5905.339326,6189.695734,6048.414068,6019.803303,5989.40483,6242.705232,6689.804951,7130.854152,7490.141372,8123.835201,6577.306014,7274.940576,9082.837643
Costa Rica,CRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4962.082606,5114.676672,5570.652996,5957.793195,6207.287406,6446.063024,6501.022528,6820.10241,7231.77471,7486.053004,7796.430885,8099.7124,8363.810725,8756.921955,9248.126628,9772.464327,10658.27763,11680.5728,12297.21336,12103.38185,12740.34097,13410.35454,14174.6021,14851.13544,15905.14794,16925.17941,18898.07522,20168.22048,21144.40977,22608.23216,21693.67282,22643.49501,24922.65927
Caribbean small states,CSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6117.758278,6422.034723,6725.206218,7052.368381,7343.986953,7643.582798,7982.788235,8363.129212,8521.6165,8978.956019,9455.624765,9819.114217,10286.84781,11090.7777,11801.38069,12530.80715,13774.56604,14569.71254,14982.20834,14480.71893,14784.34923,15173.55175,15447.92134,15686.543,15930.4936,15697.9834,15481.23262,16158.69294,16625.11211,16976.97237,15855.53218,17408.29844,21055.17319
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21888.34706,23054.70396,23478.24186,23520.55159,23788.37033,24078.37594,24587.77493,25369.98553,26091.9481,25950.14223,25953.0971,26278.56532,25284.57674,25034.4605,24495.6341,24221.15367,23953.9408,24599.93783,24775.24161,24662.65038,20705.71691,22933.26652,
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75269.10131,77386.81741,76320.16807,69274.57296,66346.62857,66766.04322,65118.44489,64286.00636,64432.35016,65087.71765,66970.31308,69534.77175,72754.00843,75504.44785,71313.3386,76580.73565,
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13349.03027,13547.25977,14760.48535,14853.08594,15736.44727,17097.17188,17319.9668,17780.93945,18759.56445,19662.64063,21291.41406,22865.50781,23556.4082,24280.8457,25945.03711,27763.1543,30011.11914,32885.28906,34830.27344,33886.73828,33511.29688,33406.17578,31923.9375,30451.69531,30171.14258,31922.34961,35878.41406,38415.10938,40676.57031,44039.01172,41425.92578,44405.00781,49930.86719
Czechia,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12725.20394,11655.47814,11848.5907,12124.34233,12738.91282,13860.02843,14689.74206,14824.62506,14978.07009,15396.31178,16238.61224,17624.43722,18252.57277,19539.05728,20932.1974,22095.38785,23922.15715,26285.70112,27974.48713,27761.79617,27880.54257,29001.36804,29254.73127,30818.10816,32502.47535,33899.28657,36097.70526,38824.88792,41143.82705,44212.7465,42827.06001,45630.03781,49945.5001
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19463.62865,20996.1877,21721.85411,21875.23831,22797.55257,23565.65272,24078.54505,24572.63791,25345.66624,26291.21108,27204.29337,28373.97419,29178.63747,29909.67518,31334.01534,31794.09601,34158.12837,36292.07671,37802.38743,36816.20718,38950.71088,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55195.84054,57397.52388,56482.47563,58798.93735,63149.59869
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730.366512,3897.114312,4144.97437,4263.133406,4451.683846,4699.70967,4970.334219,5020.17079,5420.927765,5893.184863
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352.264681,4582.514063,4784.069892,4999.20009,5105.574225,5370.387966,5641.331347,5871.252273,6174.20447,6305.334346,6633.073409,6797.378005,6697.380133,7244.348252,7650.995342,7931.104883,8548.310247,9332.598888,10187.88092,10132.52381,10328.07422,10521.08315,10245.14276,10470.26327,11179.86614,11327.08141,12159.62077,11511.60642,12134.16569,12921.12466,10830.22422,12027.04848,13572.97298
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18244.31864,19074.58902,19825.41402,20230.00101,21690.41697,22697.15736,23741.37346,24928.34562,25814.65817,26653.8239,28663.65188,29442.96229,30640.34562,30821.94318,32938.88288,34150.15946,37331.98008,39011.13939,41278.32683,40331.82423,43000.85664,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57482.9624,59910.66484,60832.15829,64883.90203,74005.47852
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.649001,3747.893084,4177.943402,4501.803682,4627.191369,4900.299158,5194.223219,5656.024875,6006.414554,6353.716895,6697.521257,6913.0444,7231.224986,7172.966415,7451.835235,8298.495129,9219.267067,10042.90912,10430.09301,10458.85359,11317.47253,11760.64189,11781.88687,12348.42534,13321.76707,14564.94695,15911.15439,16524.53384,17904.45029,18941.71678,17707.68789,20553.09951,22833.52575
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6974.076379,6955.544827,7075.760231,6934.2603,6872.209302,7144.5735,7441.30154,7525.305678,7878.206579,8130.387872,8510.359279,8840.674165,9354.221725,10088.08677,10653.34303,11478.02805,11861.16606,12392.50592,12714.16166,12768.99372,13141.12026,13543.59872,13347.3628,13104.7371,13058.12457,12071.81418,11685.45142,11809.48303,12007.77471,12120.40637,11452.22662,12170.19378,13209.59677
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.452848,1597.612703,1775.092221,1978.872027,2198.274989,2427.41524,2655.512575,2847.570407,2869.060991,3045.344136,3308.872979,3568.776586,3866.292927,4240.62886,4694.214666,5253.401499,5930.359739,6752.536393,7390.491428,7929.223581,8728.857344,9572.889282,10366.3338,10950.74502,11456.29103,11777.42058,12296.44304,12968.86432,14039.44911,15019.69759,15267.89613,17010.30239,18818.8093
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940.41905,3113.945261,3248.574805,3336.597274,3440.536238,3565.587372,3761.24894,3913.341595,3873.403877,3950.89777,4151.286835,4249.368584,4327.054879,4573.81854,4926.899799,5301.368092,5737.161615,6159.359745,6443.734109,6534.518342,6940.945288,7353.793477,7713.896305,7938.821856,8162.919662,8267.28101,8570.73054,8997.455921,9442.476558,9721.855101,9332.719395,10243.16136,11550.16755
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3227.382203,3474.270552,3697.453987,3938.225069,4250.061483,4566.115421,4887.251864,5140.286486,5134.863527,5369.19498,5773.202834,6076.936267,6448.893938,6872.110999,7455.676023,8112.020307,8904.880587,9838.914899,10461.25735,10841.56502,11770.23022,12659.9572,13489.61772,14181.41916,14693.69834,15108.80698,15609.22939,16329.79643,17430.90302,18370.32091,18579.48137,20396.24635,22397.12248
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7082.68175,6908.625255,6362.302055,6128.749377,5523.398157,5522.658611,5590.590995,5840.090065,5342.511782,5523.631354,6197.567685,6544.559134,7007.934556,7754.202927,8659.248222,9750.292259,11651.71248,12960.03186,14813.40544,14286.53377,15300.37618,16896.58382,17910.41582,19307.88841,19646.8421,19181.66406,19572.34484,20766.25608,22200.48451,22963.73992,22820.83027,25408.71033,28289.46509
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11863.98918,12150.02505,12185.66888,12270.50177,12471.13829,12941.60233,13383.72643,13954.41767,14237.99412,14789.62927,15930.96443,16733.62747,17531.63587,18208.90205,19332.2423,20362.19111,22542.03931,24156.89846,25806.04329,25080.85311,26149.32466,27710.97589,28474.67094,29748.92767,30468.29849,30891.98571,32303.34478,33997.31989,35703.89893,37559.39544,36417.34095,39470.06649,43894.58093
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723.54975,4980.164486,5092.723701,5211.918652,5444.825754,5578.990707,5674.71435,5915.586324,6070.300144,5763.768975,5857.496022,6123.75719,6362.496502,6549.196227,7151.696928,7633.4708,8075.332999,8330.833977,8877.780987,8835.386646,9104.364063,9861.503581,10304.889,11142.67836,11708.653,11071.29472,11068.85685,11679.43023,11887.49225,11873.28931,10937.10677,11772.52896,12822.11378
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639.370983,3714.139861,3877.524446,3991.881139,4145.005961,4332.385787,4533.0179,4760.722887,4974.88294,5238.501654,5581.587598,5788.831763,5895.005333,6075.145136,6362.904448,6721.253083,7260.118037,7830.489351,8385.944896,8663.002472,9033.344405,9178.853589,10506.9681,10623.73789,10306.91589,10890.24179,10593.7478,10995.00567,11636.49884,12280.60639,12661.1812,13440.61941,15090.99088
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17014.51643,17973.78352,18556.64961,18789.16656,19603.36711,20448.47662,21074.99893,21914.15828,22959.9946,23838.4226,25319.57668,26499.71603,27533.55613,27984.20528,29078.07449,30076.64677,32531.8922,34422.90425,35713.45273,34791.96006,35771.72434,37424.96518,37798.67021,38986.45899,39951.17356,41039.41254,43534.51092,45614.44312,47533.8001,50332.90185,48255.56951,51356.78308,56494.23591
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.4564147,1075.95321,1292.300088,1284.941145,1362.146126,1477.285285,1499.976262,1499.547568,1462.741022,1581.029662,1598.41844,1523.315025,1523.883998,1573.082096,1578.938333,1618.849107,1449.063525,1476.515248,1496.076779,1628.750509,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13686.04545,14472.2397,14866.58955,14984.10507,15594.37361,16288.35855,16979.7981,17912.70408,19097.06341,19954.29022,21588.42375,22953.57157,24371.59885,25047.39727,26143.76871,27606.93405,30718.21884,32473.65389,33263.2724,32092.72206,31681.10055,31867.97324,31720.27382,32444.46119,33540.35717,34919.38725,37305.62915,39550.18908,40716.68076,43108.7687,37988.02953,40662.00988,45825.19563
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6480.014731,6891.70966,7979.35824,8450.771682,8412.066776,9423.120101,10316.24992,11663.2715,13133.22958,14536.43575,16634.89274,19344.05183,22198.01674,22802.34218,20478.09003,21618.35695,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36410.12209,39007.16596,39441.84908,43476.85423,46697.35974
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.6514575,381.6612473,342.2883986,383.3347251,390.7279081,409.6915603,454.2462872,461.8837725,437.3384699,452.4844762,476.5284642,512.5207813,513.1203167,497.2756238,563.5085621,631.6731706,701.6004987,780.532557,856.6597788,912.1083594,1010.022027,1114.045972,1191.440622,1261.1133,1488.625755,1630.877462,1848.661116,1987.968754,2117.159362,2274.185566,2379.447888,2559.097324,2811.581744
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14825.66736,15496.48966,15966.37817,16208.2547,16954.42761,17758.72071,18349.98918,19068.22342,19968.47707,20745.12402,22078.09393,23172.37911,24186.9259,24707.38192,25863.60621,26814.07343,29122.92507,31036.14491,32492.11277,31816.18424,32866.38587,34494.4906,34966.02491,36064.99227,37063.67111,38221.66836,40552.27713,42663.20205,44649.74553,47494.65444,45904.36278,49024.39947,54248.60751
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483.67444,2496.467425,2497.16961,2427.964763,2268.074835,2246.026332,2272.780173,2381.387278,2478.159795,2509.227561,2661.698313,2780.58456,2800.393363,2742.676317,3129.458631,3351.604682,3602.810227,3852.811349,4029.82978,3984.293276,4151.638436,4177.837106,4391.182185,4584.760224,4593.392501,4391.36357,4440.545922,4580.853312,4727.5605,4823.534163,4581.899412,4761.670992,4932.191957
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18146.70448,17559.9234,17271.04873,17478.61879,18479.50811,19587.69796,20087.86683,21794.44258,23577.49295,24767.28067,26789.87867,27801.0248,28605.12232,29052.96517,31201.92731,32051.794,34452.89974,37843.11705,40083.69727,37972.65126,38954.48226,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49579.331,51811.55737,52305.28931,54706.44597,59026.70734
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.423231,3918.451712,4241.26852,4421.140569,4736.211637,4947.385724,5251.34418,5172.210557,5237.394111,5712.093443,5679.520947,5861.59028,6081.483697,6202.114052,6641.237026,6832.567839,7107.580991,7176.09575,7339.13894,7246.212855,7518.393297,7854.566626,8393.260798,9036.768351,10738.26635,11755.08613,11999.67769,12822.01361,13631.17519,13802.93516,11581.22331,11430.94841,14125.29575
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17710.19792,18338.99421,18962.22419,19206.04092,20003.84802,20777.89916,21357.52885,22241.79567,23357.45829,24304.40453,26091.84974,27490.86726,28518.82522,28168.6181,29055.35275,30494.21411,32462.96007,34122.70727,35092.69431,34676.36399,35899.40194,37439.23314,37677.72679,39521.69698,40144.02683,40849.99738,42924.61363,44577.06457,46537.47404,50500.96076,48134.95979,51363.72038,55492.56555
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.568199,1883.794808,1955.920325,2101.219238,2079.430495,2241.393972,2200.68202,2096.36409,2175.046104,2233.347279,2390.704776,2492.222614,2543.909693,2639.305783,2635.329051,2785.915483,2886.173391,2930.173965,2936.645552,3010.930208,3124.070887,3281.543351,3270.064339,3193.75913,3166.362211,3332.464763,3381.858244,3522.349367,3598.403014,3691.015088,3649.347298,3658.28144,3855.099602
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11959.5115,12769.40302,12321.91903,12767.9002,13175.70282,13764.21392,14162.83545,14856.69567,15160.58334,13651.86927,13352.07722,13585.23563,13402.50278,13602.07364,13679.33757,14076.1963,13688.58221,14448.89441,13792.03,13448.29955,14084.53803,14863.46234,14628.61588,14437.75973,14721.90115,14113.82767,13749.83255,14478.13031,14597.14731,15092.0306,14682.06377,15243.71819,16470.58354
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17091.30512,17420.42121,17840.55103,18673.34846,19755.25508,20625.49522,21976.6158,23082.62475,23707.95423,24514.67863,26541.00882,27892.86138,29090.90922,30349.70269,32073.74911,32747.04985,34751.67375,35546.26471,36771.00799,35094.36471,36578.93121,37260.67197,38332.48151,39975.1903,41285.0644,42597.68296,44255.11207,46104.0554,47202.19961,49288.69311,45872.02729,50056.26629,54602.54438
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5724.600611,4636.720995,2592.89542,1862.26182,1730.656322,1882.306285,2210.232077,2565.84449,2742.305824,2920.209842,3100.988403,3375.179089,3647.998924,4159.376204,4546.583845,5171.57736,5866.588877,6818.50985,7139.012454,6984.247646,7564.892257,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14596.06929,15624.97002,14748.63211,17088.88105,20113.37724
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.150843,1671.524688,1732.412519,1814.567732,1869.849594,1942.203292,2021.819786,2093.248333,2163.409733,2235.238566,2311.547835,2393.651127,2471.482223,2580.312748,2724.268096,2897.367514,3095.145404,3231.662607,3503.709454,3604.432313,3839.885758,4362.592882,4877.582214,5118.242139,5376.308829,5021.788687,4811.572816,4929.567954,5248.46349,5572.669189,5558.356264,5997.557665,6498.385727
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.6576081,898.3118912,918.7750302,958.002874,987.0458795,1025.066156,1059.925867,1110.980434,1142.61071,1176.05102,1208.833679,1264.789472,1330.042083,1342.784671,1381.368728,1438.63838,1470.030477,1576.122036,1632.940052,1585.791515,1641.250106,1726.182307,1772.704931,1784.690499,1775.501628,1789.018453,2045.094368,2383.578867,2531.140575,2653.082556,2749.983505,2913.509484,3187.019343
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.265076,1462.137497,1486.162114,1512.005393,1498.485152,1498.328546,1514.674608,1569.740916,1595.494692,1671.837542,1752.253256,1841.950851,1759.005275,1863.056188,1989.54837,1945.583605,1935.12031,1985.716993,2084.664897,2169.269373,2254.050604,2049.349001,2033.281001,1960.584941,1874.262665,1913.415347,1918.697016,1927.039942,2060.974632,2171.664617,2157.035033,2291.404286,2509.829512
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.329345,1078.530688,1083.573417,1096.266966,1120.663757,1164.991551,1296.795308,1378.508768,983.9959061,989.3768296,1045.577118,1069.483057,1051.779906,1054.060374,1086.352766,1140.526245,1173.626676,1213.371301,1243.797325,1261.097036,1301.004359,1398.117143,1316.16757,1324.608211,1338.015633,1551.034122,1697.129045,1872.309281,1896.406983,1970.71281,1904.658634,2020.854866,2190.439234
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.1626947,579.9220665,770.2240064,843.6666062,968.5347191,1118.76954,1826.64663,4468.470039,5378.460744,6589.357146,7617.720584,12119.46637,14024.49044,15563.06278,21074.61661,24249.87047,25714.15635,29052.49128,33261.8694,32341.28341,28424.51936,29556.1131,32457.55078,30083.8921,29197.69173,20858.09644,17771.5628,19617.84471,18192.04991,16929.14277,15980.00074,16151.32598,17396.01797
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13312.0493,14019.57424,14329.54819,14349.85744,14874.72989,15433.25268,16149.9045,17155.88048,18034.21348,18464.73208,19519.95681,20958.79401,22615.93561,23897.82661,25460.59937,25577.52411,28547.29656,29323.97973,30856.01184,30359.45115,27911.69743,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,31155.90712,28416.5239,31294.80029,36834.87109
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4594.364459,4781.223083,4787.041392,4751.24109,4887.004898,5052.343616,5332.909689,5659.012135,6356.121654,6850.156545,7306.115958,7285.341369,7632.349357,8479.681512,8589.637125,9967.958141,9799.746305,10610.43005,10843.31622,10121.74045,10120.42616,10330.08298,10348.99851,10995.56926,12039.11205,13036.56082,13810.38775,14870.03149,15772.04804,16046.90915,13913.53161,15104.46454,16987.12842
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319.968844,3463.392875,3617.505427,3751.760102,3888.385488,4065.417101,4161.110666,4314.641397,4474.145231,4601.413727,4758.248081,4860.75067,5009.586478,5126.233469,5314.815602,5544.676707,5900.851227,6318.320288,6524.609737,6474.796935,6618.916031,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8672.717782,9040.834113,8859.01174,9850.904667,10818.17172
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032.566676,3338.537346,3675.066958,4057.806792,4483.936337,4794.589605,5257.631852,5666.524317,5623.020946,5860.857441,5903.819779,6168.281133,6331.085303,6413.202937,6689.525608,6771.061588,7351.019766,8112.345461,8439.50566,8834.223432,9351.787923,10092.08249,10640.67256,11198.16014,11130.49447,11382.24238,11479.46201,12193.62168,12671.70299,13364.22157,19462.93436,24193.52752,40641.78734
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18078.193,18852.98544,19557.16764,20149.14045,21168.49614,22102.78904,23074.65644,24097.35137,24900.32881,25901.3654,27537.9803,28458.83705,29386.31318,30414.81434,32148.35776,33727.78276,35937.93546,37726.13574,38737.08076,37683.86745,39130.53388,40796.42117,41947.77026,43298.67637,44435.31426,45202.98736,46515.31837,48418.7849,50448.35878,52371.23683,50952.57877,55232.52556,60620.87664
